policy,,gross_return,drawdown,cost_frac,stability,reward,equity
all_long,266,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,267,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,268,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,269,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,270,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,271,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,272,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,273,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,274,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,275,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,276,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,277,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,278,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,279,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,280,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,281,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,282,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,283,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,284,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,285,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,286,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,287,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,288,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,289,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
